,index,Category,Category_Gender,Medal,Athlete_Full_Name,Country_IMG_URL,Country_Code,Sport_Event
921,921,"Super-Heavyweight, Freestyle",Men,Bronze,Taha Akgül,https://www.olympedia.org/images/flags/TUR.png,TUR,Wrestling
922,922,"Flyweight, Freestyle",Women,Gold,Yui Susaki,https://www.olympedia.org/images/flags/JPN.png,JPN,Wrestling
923,923,"Flyweight, Freestyle",Women,Silver,Sun Yanan,https://www.olympedia.org/images/flags/CHN.png,CHN,Wrestling
924,924,"Flyweight, Freestyle",Women,Bronze,Mariya Stadnik,https://www.olympedia.org/images/flags/AZE.png,AZE,Wrestling
925,925,"Flyweight, Freestyle",Women,Bronze,Sarah Hildebrandt,https://www.olympedia.org/images/flags/USA.png,USA,Wrestling
926,926,"Featherweight, Freestyle",Women,Gold,Mayu Mukaida,https://www.olympedia.org/images/flags/JPN.png,JPN,Wrestling
927,927,"Featherweight, Freestyle",Women,Silver,Pang Qianyu,https://www.olympedia.org/images/flags/CHN.png,CHN,Wrestling
928,928,"Featherweight, Freestyle",Women,Bronze,Vanesa Kaladzinskaya,https://www.olympedia.org/images/flags/BLR.png,BLR,Wrestling
929,929,"Featherweight, Freestyle",Women,Bronze,Bat Ochir Bolortuya,https://www.olympedia.org/images/flags/MGL.png,MGL,Wrestling
930,930,"Lightweight, Freestyle",Women,Gold,Risako Kawai,https://www.olympedia.org/images/flags/JPN.png,JPN,Wrestling
931,931,"Lightweight, Freestyle",Women,Silver,Iryna Kurachkina,https://www.olympedia.org/images/flags/BLR.png,BLR,Wrestling
932,932,"Lightweight, Freestyle",Women,Bronze,Helen Maroulis,https://www.olympedia.org/images/flags/USA.png,USA,Wrestling
933,933,"Lightweight, Freestyle",Women,Bronze,Evelina Nikolova,https://www.olympedia.org/images/flags/BUL.png,BUL,Wrestling
934,934,"Middleweight, Freestyle",Women,Gold,Yukako Kawai,https://www.olympedia.org/images/flags/JPN.png,JPN,Wrestling
935,935,"Middleweight, Freestyle",Women,Silver,Aysuluu Tynybekova,https://www.olympedia.org/images/flags/KGZ.png,KGZ,Wrestling
936,936,"Middleweight, Freestyle",Women,Bronze,Iryna Koliadenko,https://www.olympedia.org/images/flags/UKR.png,UKR,Wrestling
937,937,"Middleweight, Freestyle",Women,Bronze,Taybe Yusein,https://www.olympedia.org/images/flags/BUL.png,BUL,Wrestling
938,938,"Light-Heavyweight, Freestyle",Women,Gold,Tamyra Stock Mensah,https://www.olympedia.org/images/flags/USA.png,USA,Wrestling
939,939,"Light-Heavyweight, Freestyle",Women,Silver,Blessing Oborududu,https://www.olympedia.org/images/flags/NGR.png,NGR,Wrestling
940,940,"Light-Heavyweight, Freestyle",Women,Bronze,Alla Cherkasova,https://www.olympedia.org/images/flags/UKR.png,UKR,Wrestling
941,941,"Light-Heavyweight, Freestyle",Women,Bronze,Meerim Zhumanazarova,https://www.olympedia.org/images/flags/KGZ.png,KGZ,Wrestling
942,942,"Heavyweight, Freestyle",Women,Gold,Aline Rotter-Focken,https://www.olympedia.org/images/flags/GER.png,GER,Wrestling
943,943,"Heavyweight, Freestyle",Women,Silver,Adeline Gray,https://www.olympedia.org/images/flags/USA.png,USA,Wrestling
944,944,"Heavyweight, Freestyle",Women,Bronze,Yasemin Adar,https://www.olympedia.org/images/flags/TUR.png,TUR,Wrestling
945,945,"Heavyweight, Freestyle",Women,Bronze,Zhou Qian,https://www.olympedia.org/images/flags/CHN.png,CHN,Wrestling
